6.45403e-21 	0.0674966 	0.05 	-29.1713 	0.0157889 	0.23268
7.86769e-21 	0.0684966 	0.05 	-29.6074 	0.0212496 	0.222112
9.28136e-21 	0.0694965 	0.05 	-30.0428 	0.0256938 	0.205602
9.28136e-21 	0.0704965 	0.05 	-30.4822 	0.0306665 	0.182485
9.28136e-21 	0.0714964 	0.05 	-30.925 	0.0332834 	0.154481
9.28136e-21 	0.0724964 	0.05 	-31.3719 	0.0348526 	0.122523
-1.57748e-20 	0.0734963 	0.05 	-31.8234 	0.0346227 	0.0877855
-4.08309e-20 	0.0744963 	0.05 	-32.28 	0.03334 	0.0513099
-1.29474e-20 	0.0754962 	0.05 	-32.7422 	0.0317658 	0.0141598
1.4936e-20 	0.0764962 	0.05 	-33.2093 	0.0300596 	-0.0220863
1.4936e-20 	0.0774961 	0.05 	-33.6806 	0.0272792 	-0.0555129
1.4936e-20 	0.0784961 	0.05 	-34.1557 	0.0231765 	-0.0845258
1.4936e-20 	0.079496 	0.05 	-34.6332 	0.0164256 	-0.107543
1.4936e-20 	0.080496 	0.05 	-35.1108 	0.00874743 	-0.12377
4.28195e-20 	0.0814959 	0.05 	-35.5881 	0.00307843 	-0.134816
7.07029e-20 	0.0824959 	0.05 	-36.0642 	1.66156e-05 	-0.141349
7.07029e-20 	0.0834958 	0.05 	-36.5357 	-0.00230315 	-0.142014
7.0703e-20 	0.0844958 	0.05 	-37.0004 	-0.00231827 	-0.135909
4.56468e-20 	0.0854957 	0.05 	-37.4573 	-0.00229165 	-0.123251
2.05907e-20 	0.0864957 	0.05 	-37.9056 	-1.67895e-05 	-0.104434
2.05907e-20 	0.0874956 	0.05 	-38.3447 	0.000695691 	-0.0806348
2.05907e-20 	0.0884956 	0.05 	-38.7724 	0.00394082 	-0.0533652
4.84742e-20 	0.0894955 	0.05 	-39.1869 	0.00406128 	-0.0251238
7.63576e-20 	0.0904955 	0.05 	-39.5875 	0.00856984 	0.00161294
7.77713e-20 	0.0914954 	0.05 	-39.9768 	0.00910299 	0.025725
7.91849e-20 	0.0924954 	0.05 	-40.3545 	0.0158777 	0.0463179
7.91849e-20 	0.0934953 	0.05 	-40.7229 	0.0144771 	0.0620218
7.9185e-20 	0.0944953 	0.05 	-41.0778 	0.0216607 	0.0704386
5.41288e-20 	0.0954952 	0.05 	-41.4206 	0.0194669 	0.0697659
1.18927e-21 	0.0964952 	0.05 	-41.734 	0.0264607 	0.0548355
1.18926e-21 	0.0974951 	0.05 	-42.0233 	0.0182695 	0.0268716
2.90727e-20 	0.0984951 	0.05 	-42.1158 	0.0187868 	-0.0289835
4.0166e-21 	0.099495 	0.05 	-42.7459 	0.0311836 	-0.0344818
