-4.52451e-20 	0.0674966 	0.03 	-28.7394 	0.00629618 	0.435064
-1.73616e-20 	0.0684966 	0.03 	-29.1856 	0.0228121 	0.399481
1.05218e-20 	0.0694965 	0.03 	-29.6429 	0.0326302 	0.344246
1.05218e-20 	0.0704965 	0.03 	-30.1074 	0.0389698 	0.275817
1.05218e-20 	0.0714964 	0.03 	-30.5838 	0.038542 	0.196638
1.05218e-20 	0.0724964 	0.03 	-31.0728 	0.0339037 	0.112434
1.19355e-20 	0.0734963 	0.03 	-31.5745 	0.0251255 	0.0286796
1.33492e-20 	0.0744963 	0.03 	-32.0873 	0.0140782 	-0.0489145
4.12326e-20 	0.0754962 	0.03 	-32.6086 	0.0014474 	-0.11572
6.9116e-20 	0.0764962 	0.03 	-33.1345 	-0.0112016 	-0.168469
6.9116e-20 	0.0774961 	0.03 	-33.6612 	-0.0242116 	-0.205333
6.9116e-20 	0.0784961 	0.03 	-34.1863 	-0.0333953 	-0.224331
6.9116e-20 	0.079496 	0.03 	-34.7051 	-0.0364237 	-0.226187
6.9116e-20 	0.080496 	0.03 	-35.2115 	-0.0346459 	-0.213691
9.69994e-20 	0.0814959 	0.03 	-35.7029 	-0.0310345 	-0.190522
1.24883e-19 	0.0824959 	0.03 	-36.1791 	-0.0236819 	-0.160368
1.24883e-19 	0.0834958 	0.03 	-36.6407 	-0.0160379 	-0.127438
1.24883e-19 	0.0844958 	0.03 	-37.0884 	-0.00648106 	-0.0947895
9.98268e-20 	0.0854957 	0.03 	-37.525 	0.000531814 	-0.0649262
7.47707e-20 	0.0864957 	0.03 	-37.9521 	0.00812109 	-0.0388563
7.47707e-20 	0.0874956 	0.03 	-38.3729 	0.0108761 	-0.0164643
7.47707e-20 	0.0884956 	0.03 	-38.7877 	0.014471 	0.00327024
1.02654e-19 	0.0894955 	0.03 	-39.1983 	0.012347 	0.0226506
1.30538e-19 	0.0904955 	0.03 	-39.602 	0.0133244 	0.0429977
1.31951e-19 	0.0914954 	0.03 	-39.9982 	0.00883693 	0.0664143
1.33365e-19 	0.0924954 	0.03 	-40.3797 	0.0114385 	0.0912792
1.33365e-19 	0.0934953 	0.03 	-40.7464 	0.00951184 	0.117051
1.33365e-19 	0.0944953 	0.03 	-41.0834 	0.0178315 	0.135302
1.61248e-19 	0.0954952 	0.03 	-41.3957 	0.0193353 	0.142322
1.61248e-19 	0.0964952 	0.03 	-41.6428 	0.0287137 	0.117461
1.61248e-19 	0.0974951 	0.03 	-41.849 	0.0247008 	0.0506463
1.89132e-19 	0.0984951 	0.03 	-41.786 	0.0224284 	-0.0930249
1.64076e-19 	0.099495 	0.03 	-42.518 	0.0311048 	-0.0984613
