6.45318e-21 	0.0674966 	0.01 	-26.1358 	-0.0354346 	0.707771
7.86685e-21 	0.0684966 	0.01 	-27.0753 	-0.0493167 	0.448629
9.28051e-21 	0.0694965 	0.01 	-28.0731 	-0.0766649 	0.188972
9.28051e-21 	0.0704965 	0.01 	-29.0623 	-0.114095 	-0.0302322
9.2805e-21 	0.0714964 	0.01 	-29.9912 	-0.144736 	-0.187821
9.2805e-21 	0.0724964 	0.01 	-30.8423 	-0.162704 	-0.279548
-1.57756e-20 	0.0734963 	0.01 	-31.615 	-0.161672 	-0.311968
-4.08317e-20 	0.0744963 	0.01 	-32.3119 	-0.1433 	-0.299149
-1.29483e-20 	0.0754962 	0.01 	-32.9376 	-0.116684 	-0.256989
1.49352e-20 	0.0764962 	0.01 	-33.5006 	-0.0864408 	-0.199916
1.49352e-20 	0.0774961 	0.01 	-34.0124 	-0.0576875 	-0.14029
1.49352e-20 	0.0784961 	0.01 	-34.4843 	-0.0322742 	-0.0881164
1.49352e-20 	0.079496 	0.01 	-34.9303 	-0.0146476 	-0.0485611
1.49352e-20 	0.080496 	0.01 	-35.361 	-0.00262855 	-0.0230082
4.28186e-20 	0.0814959 	0.01 	-35.7855 	0.00192779 	-0.00844199
7.0702e-20 	0.0824959 	0.01 	-36.2065 	0.00426347 	-0.00160762
7.0702e-20 	0.0834958 	0.01 	-36.6289 	0.00262104 	0.00151234
7.0702e-20 	0.0844958 	0.01 	-37.0513 	0.00297063 	0.00236856
4.56459e-20 	0.0854957 	0.01 	-37.4759 	0.00151777 	0.00244471
2.05898e-20 	0.0864957 	0.01 	-37.8986 	0.00325755 	0.000194357
2.05898e-20 	0.0874956 	0.01 	-38.3233 	0.00237855 	-0.00354036
2.05898e-20 	0.0884956 	0.01 	-38.7454 	0.00498169 	-0.00622325
2.20035e-20 	0.0894955 	0.01 	-39.1703 	0.00541885 	-0.00696703
2.34171e-20 	0.0904955 	0.01 	-39.5941 	0.00811034 	-0.00611065
2.48308e-20 	0.0914954 	0.01 	-40.0297 	0.00526241 	0.00374776
2.62445e-20 	0.0924954 	0.01 	-40.4547 	0.00174389 	0.026217
2.62445e-20 	0.0934953 	0.01 	-40.8579 	-0.00729147 	0.0580591
2.62445e-20 	0.0944953 	0.01 	-41.2174 	-0.021546 	0.0939522
5.41279e-20 	0.0954952 	0.01 	-41.4748 	-0.0407795 	0.111155
5.41279e-20 	0.0964952 	0.01 	-41.6114 	-0.0472491 	0.086885
5.41279e-20 	0.0974951 	0.01 	-41.6351 	-0.0559954 	0.0081199
8.20114e-20 	0.0984951 	0.01 	-41.3251 	-0.0519671 	-0.0995042
5.69553e-20 	0.099495 	0.01 	-42.2246 	-0.00730515 	-0.0766022
